"합계","자치구","사고유형","소계","사고통계","year","case"
"합계","서울시","합계","소계","발생건수 (건)","2007",39410
"합계","서울시","합계","소계","발생건수 (건)","2008",41702
"합계","서울시","합계","소계","발생건수 (건)","2009",44320
"합계","서울시","합계","소계","발생건수 (건)","2010",41662
"합계","서울시","합계","소계","발생건수 (건)","2011",40451
"합계","서울시","합계","소계","발생건수 (건)","2012",40829
"합계","서울시","합계","소계","발생건수 (건)","2013",39439
"합계","서울시","합계","소계","발생건수 (건)","2014",40792
"합계","서울시","합계","소계","발생건수 (건)","2015",41665
"합계","서울시","합계","소계","발생건수 (건)","2016",40039
"합계","서울시","합계","소계","발생건수 (건)","2017",38625
"합계","서울시","합계","소계","발생건수 (건)","2018",38795
"합계","서울시","합계","소계","발생건수 (건)","2019",39258
"합계","서울시","합계","소계","발생건수 (건)","2020",35227
"합계","서울시","합계","소계","발생건수 (건)","2021",33913
"합계","서울시","합계","소계","사망자수 (명)","2007",452
"합계","서울시","합계","소계","사망자수 (명)","2008",482
"합계","서울시","합계","소계","사망자수 (명)","2009",501
"합계","서울시","합계","소계","사망자수 (명)","2010",429
"합계","서울시","합계","소계","사망자수 (명)","2011",435
"합계","서울시","합계","소계","사망자수 (명)","2012",424
"합계","서울시","합계","소계","사망자수 (명)","2013",378
"합계","서울시","합계","소계","사망자수 (명)","2014",400
"합계","서울시","합계","소계","사망자수 (명)","2015",376
"합계","서울시","합계","소계","사망자수 (명)","2016",348
"합계","서울시","합계","소계","사망자수 (명)","2017",343
"합계","서울시","합계","소계","사망자수 (명)","2018",304
"합계","서울시","합계","소계","사망자수 (명)","2019",250
"합계","서울시","합계","소계","사망자수 (명)","2020",219
"합계","서울시","합계","소계","사망자수 (명)","2021",243
"합계","서울시","합계","소계","부상자수 (명)","2007",57517
"합계","서울시","합계","소계","부상자수 (명)","2008",59937
"합계","서울시","합계","소계","부상자수 (명)","2009",63584
"합계","서울시","합계","소계","부상자수 (명)","2010",59718
"합계","서울시","합계","소계","부상자수 (명)","2011",57625
"합계","서울시","합계","소계","부상자수 (명)","2012",58583
"합계","서울시","합계","소계","부상자수 (명)","2013",56761
"합계","서울시","합계","소계","부상자수 (명)","2014",57345
"합계","서울시","합계","소계","부상자수 (명)","2015",58656
"합계","서울시","합계","소계","부상자수 (명)","2016",55669
"합계","서울시","합계","소계","부상자수 (명)","2017",53810
"합계","서울시","합계","소계","부상자수 (명)","2018",53751
"합계","서울시","합계","소계","부상자수 (명)","2019",53904
"합계","서울시","합계","소계","부상자수 (명)","2020",47513
"합계","서울시","합계","소계","부상자수 (명)","2021",45223
"합계","서울시","차대사람","소계","발생건수 (건)","2007",9371
"합계","서울시","차대사람","소계","발생건수 (건)","2008",10468
"합계","서울시","차대사람","소계","발생건수 (건)","2009",10987
"합계","서울시","차대사람","소계","발생건수 (건)","2010",10783
"합계","서울시","차대사람","소계","발생건수 (건)","2011",10869
"합계","서울시","차대사람","소계","발생건수 (건)","2012",10892
"합계","서울시","차대사람","소계","발생건수 (건)","2013",10683
"합계","서울시","차대사람","소계","발생건수 (건)","2014",11118
"합계","서울시","차대사람","소계","발생건수 (건)","2015",11318
"합계","서울시","차대사람","소계","발생건수 (건)","2016",10683
"합계","서울시","차대사람","소계","발생건수 (건)","2017",10249
"합계","서울시","차대사람","소계","발생건수 (건)","2018",9978
"합계","서울시","차대사람","소계","발생건수 (건)","2019",9896
"합계","서울시","차대사람","소계","발생건수 (건)","2020",7671
"합계","서울시","차대사람","소계","발생건수 (건)","2021",7075
"합계","서울시","차대사람","소계","사망자수 (명)","2007",219
"합계","서울시","차대사람","소계","사망자수 (명)","2008",256
"합계","서울시","차대사람","소계","사망자수 (명)","2009",241
"합계","서울시","차대사람","소계","사망자수 (명)","2010",223
"합계","서울시","차대사람","소계","사망자수 (명)","2011",246
"합계","서울시","차대사람","소계","사망자수 (명)","2012",235
"합계","서울시","차대사람","소계","사망자수 (명)","2013",215
"합계","서울시","차대사람","소계","사망자수 (명)","2014",214
"합계","서울시","차대사람","소계","사망자수 (명)","2015",211
"합계","서울시","차대사람","소계","사망자수 (명)","2016",196
"합계","서울시","차대사람","소계","사망자수 (명)","2017",189
"합계","서울시","차대사람","소계","사망자수 (명)","2018",182
"합계","서울시","차대사람","소계","사망자수 (명)","2019",139
"합계","서울시","차대사람","소계","사망자수 (명)","2020",113
"합계","서울시","차대사람","소계","사망자수 (명)","2021",120
"합계","서울시","차대사람","소계","부상자수 (명)","2007",9781
"합계","서울시","차대사람","소계","부상자수 (명)","2008",10840
"합계","서울시","차대사람","소계","부상자수 (명)","2009",11519
"합계","서울시","차대사람","소계","부상자수 (명)","2010",11238
"합계","서울시","차대사람","소계","부상자수 (명)","2011",11309
"합계","서울시","차대사람","소계","부상자수 (명)","2012",11383
"합계","서울시","차대사람","소계","부상자수 (명)","2013",11159
"합계","서울시","차대사람","소계","부상자수 (명)","2014",11621
"합계","서울시","차대사람","소계","부상자수 (명)","2015",11831
"합계","서울시","차대사람","소계","부상자수 (명)","2016",11144
"합계","서울시","차대사람","소계","부상자수 (명)","2017",10706
"합계","서울시","차대사람","소계","부상자수 (명)","2018",10402
"합계","서울시","차대사람","소계","부상자수 (명)","2019",10320
"합계","서울시","차대사람","소계","부상자수 (명)","2020",7996
"합계","서울시","차대사람","소계","부상자수 (명)","2021",7332
"합계","서울시","차대차","소계","발생건수 (건)","2007",29183
"합계","서울시","차대차","소계","발생건수 (건)","2008",30128
"합계","서울시","차대차","소계","발생건수 (건)","2009",31978
"합계","서울시","차대차","소계","발생건수 (건)","2010",29579
"합계","서울시","차대차","소계","발생건수 (건)","2011",28294
"합계","서울시","차대차","소계","발생건수 (건)","2012",28537
"합계","서울시","차대차","소계","발생건수 (건)","2013",27358
"합계","서울시","차대차","소계","발생건수 (건)","2014",28201
"합계","서울시","차대차","소계","발생건수 (건)","2015",28854
"합계","서울시","차대차","소계","발생건수 (건)","2016",28030
"합계","서울시","차대차","소계","발생건수 (건)","2017",27103
"합계","서울시","차대차","소계","발생건수 (건)","2018",27522
"합계","서울시","차대차","소계","발생건수 (건)","2019",28150
"합계","서울시","차대차","소계","발생건수 (건)","2020",26508
"합계","서울시","차대차","소계","발생건수 (건)","2021",25926
"합계","서울시","차대차","소계","사망자수 (명)","2007",173
"합계","서울시","차대차","소계","사망자수 (명)","2008",170
"합계","서울시","차대차","소계","사망자수 (명)","2009",201
"합계","서울시","차대차","소계","사망자수 (명)","2010",148
"합계","서울시","차대차","소계","사망자수 (명)","2011",129
"합계","서울시","차대차","소계","사망자수 (명)","2012",136
"합계","서울시","차대차","소계","사망자수 (명)","2013",121
"합계","서울시","차대차","소계","사망자수 (명)","2014",150
"합계","서울시","차대차","소계","사망자수 (명)","2015",116
"합계","서울시","차대차","소계","사망자수 (명)","2016",120
"합계","서울시","차대차","소계","사망자수 (명)","2017",117
"합계","서울시","차대차","소계","사망자수 (명)","2018",96
"합계","서울시","차대차","소계","사망자수 (명)","2019",84
"합계","서울시","차대차","소계","사망자수 (명)","2020",80
"합계","서울시","차대차","소계","사망자수 (명)","2021",92
"합계","서울시","차대차","소계","부상자수 (명)","2007",46692
"합계","서울시","차대차","소계","부상자수 (명)","2008",47822
"합계","서울시","차대차","소계","부상자수 (명)","2009",50476
"합계","서울시","차대차","소계","부상자수 (명)","2010",46962
"합계","서울시","차대차","소계","부상자수 (명)","2011",44811
"합계","서울시","차대차","소계","부상자수 (명)","2012",45582
"합계","서울시","차대차","소계","부상자수 (명)","2013",43928
"합계","서울시","차대차","소계","부상자수 (명)","2014",44016
"합계","서울시","차대차","소계","부상자수 (명)","2015",45086
"합계","서울시","차대차","소계","부상자수 (명)","2016",42936
"합계","서울시","차대차","소계","부상자수 (명)","2017",41642
"합계","서울시","차대차","소계","부상자수 (명)","2018",41889
"합계","서울시","차대차","소계","부상자수 (명)","2019",42181
"합계","서울시","차대차","소계","부상자수 (명)","2020",38373
"합계","서울시","차대차","소계","부상자수 (명)","2021",36909
"합계","서울시","차량단독","소계","발생건수 (건)","2007",855
"합계","서울시","차량단독","소계","발생건수 (건)","2008",1106
"합계","서울시","차량단독","소계","발생건수 (건)","2009",1354
"합계","서울시","차량단독","소계","발생건수 (건)","2010",1300
"합계","서울시","차량단독","소계","발생건수 (건)","2011",1288
"합계","서울시","차량단독","소계","발생건수 (건)","2012",1399
"합계","서울시","차량단독","소계","발생건수 (건)","2013",1398
"합계","서울시","차량단독","소계","발생건수 (건)","2014",1473
"합계","서울시","차량단독","소계","발생건수 (건)","2015",1493
"합계","서울시","차량단독","소계","발생건수 (건)","2016",1326
"합계","서울시","차량단독","소계","발생건수 (건)","2017",1273
"합계","서울시","차량단독","소계","발생건수 (건)","2018",1295
"합계","서울시","차량단독","소계","발생건수 (건)","2019",1212
"합계","서울시","차량단독","소계","발생건수 (건)","2020",1048
"합계","서울시","차량단독","소계","발생건수 (건)","2021",912
"합계","서울시","차량단독","소계","사망자수 (명)","2007",60
"합계","서울시","차량단독","소계","사망자수 (명)","2008",56
"합계","서울시","차량단독","소계","사망자수 (명)","2009",59
"합계","서울시","차량단독","소계","사망자수 (명)","2010",58
"합계","서울시","차량단독","소계","사망자수 (명)","2011",60
"합계","서울시","차량단독","소계","사망자수 (명)","2012",53
"합계","서울시","차량단독","소계","사망자수 (명)","2013",42
"합계","서울시","차량단독","소계","사망자수 (명)","2014",36
"합계","서울시","차량단독","소계","사망자수 (명)","2015",49
"합계","서울시","차량단독","소계","사망자수 (명)","2016",32
"합계","서울시","차량단독","소계","사망자수 (명)","2017",37
"합계","서울시","차량단독","소계","사망자수 (명)","2018",26
"합계","서울시","차량단독","소계","사망자수 (명)","2019",27
"합계","서울시","차량단독","소계","사망자수 (명)","2020",26
"합계","서울시","차량단독","소계","사망자수 (명)","2021",31
"합계","서울시","차량단독","소계","부상자수 (명)","2007",1038
"합계","서울시","차량단독","소계","부상자수 (명)","2008",1275
"합계","서울시","차량단독","소계","부상자수 (명)","2009",1587
"합계","서울시","차량단독","소계","부상자수 (명)","2010",1518
"합계","서울시","차량단독","소계","부상자수 (명)","2011",1505
"합계","서울시","차량단독","소계","부상자수 (명)","2012",1617
"합계","서울시","차량단독","소계","부상자수 (명)","2013",1674
"합계","서울시","차량단독","소계","부상자수 (명)","2014",1708
"합계","서울시","차량단독","소계","부상자수 (명)","2015",1739
"합계","서울시","차량단독","소계","부상자수 (명)","2016",1589
"합계","서울시","차량단독","소계","부상자수 (명)","2017",1462
"합계","서울시","차량단독","소계","부상자수 (명)","2018",1460
"합계","서울시","차량단독","소계","부상자수 (명)","2019",1403
"합계","서울시","차량단독","소계","부상자수 (명)","2020",1144
"합계","서울시","차량단독","소계","부상자수 (명)","2021",982
"합계","종로구","합계","소계","발생건수 (건)","2007",1590
"합계","종로구","합계","소계","발생건수 (건)","2008",1565
"합계","종로구","합계","소계","발생건수 (건)","2009",1579
"합계","종로구","합계","소계","발생건수 (건)","2010",1436
"합계","종로구","합계","소계","발생건수 (건)","2011",1421
"합계","종로구","합계","소계","발생건수 (건)","2012",1374
"합계","종로구","합계","소계","발생건수 (건)","2013",1274
"합계","종로구","합계","소계","발생건수 (건)","2014",1314
"합계","종로구","합계","소계","발생건수 (건)","2015",1414
"합계","종로구","합계","소계","발생건수 (건)","2016",1299
"합계","종로구","합계","소계","발생건수 (건)","2017",1190
"합계","종로구","합계","소계","발생건수 (건)","2018",1134
"합계","종로구","합계","소계","발생건수 (건)","2019",1133
"합계","종로구","합계","소계","발생건수 (건)","2020",903
"합계","종로구","합계","소계","발생건수 (건)","2021",778
"합계","종로구","합계","소계","사망자수 (명)","2007",12
"합계","종로구","합계","소계","사망자수 (명)","2008",23
"합계","종로구","합계","소계","사망자수 (명)","2009",18
"합계","종로구","합계","소계","사망자수 (명)","2010",19
"합계","종로구","합계","소계","사망자수 (명)","2011",14
"합계","종로구","합계","소계","사망자수 (명)","2012",12
"합계","종로구","합계","소계","사망자수 (명)","2013",13
"합계","종로구","합계","소계","사망자수 (명)","2014",11
"합계","종로구","합계","소계","사망자수 (명)","2015",8
"합계","종로구","합계","소계","사망자수 (명)","2016",9
"합계","종로구","합계","소계","사망자수 (명)","2017",13
"합계","종로구","합계","소계","사망자수 (명)","2018",6
"합계","종로구","합계","소계","사망자수 (명)","2019",6
"합계","종로구","합계","소계","사망자수 (명)","2020",5
"합계","종로구","합계","소계","사망자수 (명)","2021",6
"합계","종로구","합계","소계","부상자수 (명)","2007",2327
"합계","종로구","합계","소계","부상자수 (명)","2008",2155
"합계","종로구","합계","소계","부상자수 (명)","2009",2211
"합계","종로구","합계","소계","부상자수 (명)","2010",2009
"합계","종로구","합계","소계","부상자수 (명)","2011",1994
"합계","종로구","합계","소계","부상자수 (명)","2012",1994
"합계","종로구","합계","소계","부상자수 (명)","2013",1770
"합계","종로구","합계","소계","부상자수 (명)","2014",1790
"합계","종로구","합계","소계","부상자수 (명)","2015",1933
"합계","종로구","합계","소계","부상자수 (명)","2016",1748
"합계","종로구","합계","소계","부상자수 (명)","2017",1689
"합계","종로구","합계","소계","부상자수 (명)","2018",1546
"합계","종로구","합계","소계","부상자수 (명)","2019",1559
"합계","종로구","합계","소계","부상자수 (명)","2020",1224
"합계","종로구","합계","소계","부상자수 (명)","2021",1050
"합계","종로구","차대사람","소계","발생건수 (건)","2007",373
"합계","종로구","차대사람","소계","발생건수 (건)","2008",393
"합계","종로구","차대사람","소계","발생건수 (건)","2009",363
"합계","종로구","차대사람","소계","발생건수 (건)","2010",377
"합계","종로구","차대사람","소계","발생건수 (건)","2011",407
"합계","종로구","차대사람","소계","발생건수 (건)","2012",399
"합계","종로구","차대사람","소계","발생건수 (건)","2013",364
"합계","종로구","차대사람","소계","발생건수 (건)","2014",386
"합계","종로구","차대사람","소계","발생건수 (건)","2015",395
"합계","종로구","차대사람","소계","발생건수 (건)","2016",393
"합계","종로구","차대사람","소계","발생건수 (건)","2017",333
"합계","종로구","차대사람","소계","발생건수 (건)","2018",336
"합계","종로구","차대사람","소계","발생건수 (건)","2019",305
"합계","종로구","차대사람","소계","발생건수 (건)","2020",223
"합계","종로구","차대사람","소계","발생건수 (건)","2021",182
"합계","종로구","차대사람","소계","사망자수 (명)","2007",7
"합계","종로구","차대사람","소계","사망자수 (명)","2008",15
"합계","종로구","차대사람","소계","사망자수 (명)","2009",10
"합계","종로구","차대사람","소계","사망자수 (명)","2010",12
"합계","종로구","차대사람","소계","사망자수 (명)","2011",13
"합계","종로구","차대사람","소계","사망자수 (명)","2012",9
"합계","종로구","차대사람","소계","사망자수 (명)","2013",11
"합계","종로구","차대사람","소계","사망자수 (명)","2014",7
"합계","종로구","차대사람","소계","사망자수 (명)","2015",7
"합계","종로구","차대사람","소계","사망자수 (명)","2016",7
"합계","종로구","차대사람","소계","사망자수 (명)","2017",8
"합계","종로구","차대사람","소계","사망자수 (명)","2018",4
"합계","종로구","차대사람","소계","사망자수 (명)","2019",3
"합계","종로구","차대사람","소계","사망자수 (명)","2020",2
"합계","종로구","차대사람","소계","사망자수 (명)","2021",4
"합계","종로구","차대사람","소계","부상자수 (명)","2007",387
"합계","종로구","차대사람","소계","부상자수 (명)","2008",400
"합계","종로구","차대사람","소계","부상자수 (명)","2009",383
"합계","종로구","차대사람","소계","부상자수 (명)","2010",390
"합계","종로구","차대사람","소계","부상자수 (명)","2011",424
"합계","종로구","차대사람","소계","부상자수 (명)","2012",417
"합계","종로구","차대사람","소계","부상자수 (명)","2013",367
"합계","종로구","차대사람","소계","부상자수 (명)","2014",399
"합계","종로구","차대사람","소계","부상자수 (명)","2015",406
"합계","종로구","차대사람","소계","부상자수 (명)","2016",409
"합계","종로구","차대사람","소계","부상자수 (명)","2017",351
"합계","종로구","차대사람","소계","부상자수 (명)","2018",343
"합계","종로구","차대사람","소계","부상자수 (명)","2019",319
"합계","종로구","차대사람","소계","부상자수 (명)","2020",238
"합계","종로구","차대사람","소계","부상자수 (명)","2021",189
"합계","종로구","차대차","소계","발생건수 (건)","2007",1180
"합계","종로구","차대차","소계","발생건수 (건)","2008",1124
"합계","종로구","차대차","소계","발생건수 (건)","2009",1152
"합계","종로구","차대차","소계","발생건수 (건)","2010",998
"합계","종로구","차대차","소계","발생건수 (건)","2011",966
"합계","종로구","차대차","소계","발생건수 (건)","2012",925
"합계","종로구","차대차","소계","발생건수 (건)","2013",856
"합계","종로구","차대차","소계","발생건수 (건)","2014",859
"합계","종로구","차대차","소계","발생건수 (건)","2015",942
"합계","종로구","차대차","소계","발생건수 (건)","2016",860
"합계","종로구","차대차","소계","발생건수 (건)","2017",810
"합계","종로구","차대차","소계","발생건수 (건)","2018",757
"합계","종로구","차대차","소계","발생건수 (건)","2019",781
"합계","종로구","차대차","소계","발생건수 (건)","2020",648
"합계","종로구","차대차","소계","발생건수 (건)","2021",560
"합계","종로구","차대차","소계","사망자수 (명)","2007",3
"합계","종로구","차대차","소계","사망자수 (명)","2008",3
"합계","종로구","차대차","소계","사망자수 (명)","2009",5
"합계","종로구","차대차","소계","사망자수 (명)","2010",6
"합계","종로구","차대차","소계","사망자수 (명)","2011",0
"합계","종로구","차대차","소계","사망자수 (명)","2012",3
"합계","종로구","차대차","소계","사망자수 (명)","2013",0
"합계","종로구","차대차","소계","사망자수 (명)","2014",3
"합계","종로구","차대차","소계","사망자수 (명)","2015",0
"합계","종로구","차대차","소계","사망자수 (명)","2016",2
"합계","종로구","차대차","소계","사망자수 (명)","2017",3
"합계","종로구","차대차","소계","사망자수 (명)","2018",2
"합계","종로구","차대차","소계","사망자수 (명)","2019",3
"합계","종로구","차대차","소계","사망자수 (명)","2020",2
"합계","종로구","차대차","소계","사망자수 (명)","2021",1
"합계","종로구","차대차","소계","부상자수 (명)","2007",1900
"합계","종로구","차대차","소계","부상자수 (명)","2008",1696
"합계","종로구","차대차","소계","부상자수 (명)","2009",1747
"합계","종로구","차대차","소계","부상자수 (명)","2010",1541
"합계","종로구","차대차","소계","부상자수 (명)","2011",1510
"합계","종로구","차대차","소계","부상자수 (명)","2012",1510
"합계","종로구","차대차","소계","부상자수 (명)","2013",1348
"합계","종로구","차대차","소계","부상자수 (명)","2014",1313
"합계","종로구","차대차","소계","부상자수 (명)","2015",1440
"합계","종로구","차대차","소계","부상자수 (명)","2016",1287
"합계","종로구","차대차","소계","부상자수 (명)","2017",1285
"합계","종로구","차대차","소계","부상자수 (명)","2018",1159
"합계","종로구","차대차","소계","부상자수 (명)","2019",1169
"합계","종로구","차대차","소계","부상자수 (명)","2020",953
"합계","종로구","차대차","소계","부상자수 (명)","2021",821
"합계","종로구","차량단독","소계","발생건수 (건)","2007",37
"합계","종로구","차량단독","소계","발생건수 (건)","2008",48
"합계","종로구","차량단독","소계","발생건수 (건)","2009",64
"합계","종로구","차량단독","소계","발생건수 (건)","2010",61
"합계","종로구","차량단독","소계","발생건수 (건)","2011",48
"합계","종로구","차량단독","소계","발생건수 (건)","2012",50
"합계","종로구","차량단독","소계","발생건수 (건)","2013",54
"합계","종로구","차량단독","소계","발생건수 (건)","2014",69
"합계","종로구","차량단독","소계","발생건수 (건)","2015",77
"합계","종로구","차량단독","소계","발생건수 (건)","2016",46
"합계","종로구","차량단독","소계","발생건수 (건)","2017",47
"합계","종로구","차량단독","소계","발생건수 (건)","2018",41
"합계","종로구","차량단독","소계","발생건수 (건)","2019",47
"합계","종로구","차량단독","소계","발생건수 (건)","2020",32
"합계","종로구","차량단독","소계","발생건수 (건)","2021",36
"합계","종로구","차량단독","소계","사망자수 (명)","2007",2
"합계","종로구","차량단독","소계","사망자수 (명)","2008",5
"합계","종로구","차량단독","소계","사망자수 (명)","2009",3
"합계","종로구","차량단독","소계","사망자수 (명)","2010",1
"합계","종로구","차량단독","소계","사망자수 (명)","2011",1
"합계","종로구","차량단독","소계","사망자수 (명)","2012",0
"합계","종로구","차량단독","소계","사망자수 (명)","2013",2
"합계","종로구","차량단독","소계","사망자수 (명)","2014",1
"합계","종로구","차량단독","소계","사망자수 (명)","2015",1
"합계","종로구","차량단독","소계","사망자수 (명)","2016",0
"합계","종로구","차량단독","소계","사망자수 (명)","2017",2
"합계","종로구","차량단독","소계","사망자수 (명)","2018",0
"합계","종로구","차량단독","소계","사망자수 (명)","2019",0
"합계","종로구","차량단독","소계","사망자수 (명)","2020",1
"합계","종로구","차량단독","소계","사망자수 (명)","2021",1
"합계","종로구","차량단독","소계","부상자수 (명)","2007",40
"합계","종로구","차량단독","소계","부상자수 (명)","2008",59
"합계","종로구","차량단독","소계","부상자수 (명)","2009",81
"합계","종로구","차량단독","소계","부상자수 (명)","2010",78
"합계","종로구","차량단독","소계","부상자수 (명)","2011",60
"합계","종로구","차량단독","소계","부상자수 (명)","2012",67
"합계","종로구","차량단독","소계","부상자수 (명)","2013",55
"합계","종로구","차량단독","소계","부상자수 (명)","2014",78
"합계","종로구","차량단독","소계","부상자수 (명)","2015",87
"합계","종로구","차량단독","소계","부상자수 (명)","2016",52
"합계","종로구","차량단독","소계","부상자수 (명)","2017",53
"합계","종로구","차량단독","소계","부상자수 (명)","2018",44
"합계","종로구","차량단독","소계","부상자수 (명)","2019",71
"합계","종로구","차량단독","소계","부상자수 (명)","2020",33
"합계","종로구","차량단독","소계","부상자수 (명)","2021",40
"합계","중구","합계","소계","발생건수 (건)","2007",1412
"합계","중구","합계","소계","발생건수 (건)","2008",1435
"합계","중구","합계","소계","발생건수 (건)","2009",1539
"합계","중구","합계","소계","발생건수 (건)","2010",1540
"합계","중구","합계","소계","발생건수 (건)","2011",1497
"합계","중구","합계","소계","발생건수 (건)","2012",1458
"합계","중구","합계","소계","발생건수 (건)","2013",1442
"합계","중구","합계","소계","발생건수 (건)","2014",1305
"합계","중구","합계","소계","발생건수 (건)","2015",1338
"합계","중구","합계","소계","발생건수 (건)","2016",1288
"합계","중구","합계","소계","발생건수 (건)","2017",1252
"합계","중구","합계","소계","발생건수 (건)","2018",1128
"합계","중구","합계","소계","발생건수 (건)","2019",1184
"합계","중구","합계","소계","발생건수 (건)","2020",955
"합계","중구","합계","소계","발생건수 (건)","2021",854
"합계","중구","합계","소계","사망자수 (명)","2007",12
"합계","중구","합계","소계","사망자수 (명)","2008",13
"합계","중구","합계","소계","사망자수 (명)","2009",12
"합계","중구","합계","소계","사망자수 (명)","2010",7
"합계","중구","합계","소계","사망자수 (명)","2011",13
"합계","중구","합계","소계","사망자수 (명)","2012",12
"합계","중구","합계","소계","사망자수 (명)","2013",10
"합계","중구","합계","소계","사망자수 (명)","2014",7
"합계","중구","합계","소계","사망자수 (명)","2015",8
"합계","중구","합계","소계","사망자수 (명)","2016",17
"합계","중구","합계","소계","사망자수 (명)","2017",4
"합계","중구","합계","소계","사망자수 (명)","2018",9
"합계","중구","합계","소계","사망자수 (명)","2019",5
"합계","중구","합계","소계","사망자수 (명)","2020",6
"합계","중구","합계","소계","사망자수 (명)","2021",3
"합계","중구","합계","소계","부상자수 (명)","2007",1944
"합계","중구","합계","소계","부상자수 (명)","2008",1962
"합계","중구","합계","소계","부상자수 (명)","2009",2078
"합계","중구","합계","소계","부상자수 (명)","2010",2152
"합계","중구","합계","소계","부상자수 (명)","2011",2025
"합계","중구","합계","소계","부상자수 (명)","2012",2018
"합계","중구","합계","소계","부상자수 (명)","2013",1975
"합계","중구","합계","소계","부상자수 (명)","2014",1785
"합계","중구","합계","소계","부상자수 (명)","2015",1803
"합계","중구","합계","소계","부상자수 (명)","2016",1716
"합계","중구","합계","소계","부상자수 (명)","2017",1684
"합계","중구","합계","소계","부상자수 (명)","2018",1506
"합계","중구","합계","소계","부상자수 (명)","2019",1615
"합계","중구","합계","소계","부상자수 (명)","2020",1248
"합계","중구","합계","소계","부상자수 (명)","2021",1156
"합계","중구","차대사람","소계","발생건수 (건)","2007",321
"합계","중구","차대사람","소계","발생건수 (건)","2008",336
"합계","중구","차대사람","소계","발생건수 (건)","2009",383
"합계","중구","차대사람","소계","발생건수 (건)","2010",357
"합계","중구","차대사람","소계","발생건수 (건)","2011",401
"합계","중구","차대사람","소계","발생건수 (건)","2012",376
"합계","중구","차대사람","소계","발생건수 (건)","2013",403
"합계","중구","차대사람","소계","발생건수 (건)","2014",352
"합계","중구","차대사람","소계","발생건수 (건)","2015",373
"합계","중구","차대사람","소계","발생건수 (건)","2016",345
"합계","중구","차대사람","소계","발생건수 (건)","2017",316
"합계","중구","차대사람","소계","발생건수 (건)","2018",291
"합계","중구","차대사람","소계","발생건수 (건)","2019",284
"합계","중구","차대사람","소계","발생건수 (건)","2020",239
"합계","중구","차대사람","소계","발생건수 (건)","2021",173
"합계","중구","차대사람","소계","사망자수 (명)","2007",9
"합계","중구","차대사람","소계","사망자수 (명)","2008",7
"합계","중구","차대사람","소계","사망자수 (명)","2009",10
"합계","중구","차대사람","소계","사망자수 (명)","2010",2
"합계","중구","차대사람","소계","사망자수 (명)","2011",11
"합계","중구","차대사람","소계","사망자수 (명)","2012",7
"합계","중구","차대사람","소계","사망자수 (명)","2013",8
"합계","중구","차대사람","소계","사망자수 (명)","2014",1
"합계","중구","차대사람","소계","사망자수 (명)","2015",8
"합계","중구","차대사람","소계","사망자수 (명)","2016",11
"합계","중구","차대사람","소계","사망자수 (명)","2017",1
"합계","중구","차대사람","소계","사망자수 (명)","2018",4
"합계","중구","차대사람","소계","사망자수 (명)","2019",4
"합계","중구","차대사람","소계","사망자수 (명)","2020",1
"합계","중구","차대사람","소계","사망자수 (명)","2021",2
"합계","중구","차대사람","소계","부상자수 (명)","2007",329
"합계","중구","차대사람","소계","부상자수 (명)","2008",364
"합계","중구","차대사람","소계","부상자수 (명)","2009",397
"합계","중구","차대사람","소계","부상자수 (명)","2010",377
"합계","중구","차대사람","소계","부상자수 (명)","2011",419
"합계","중구","차대사람","소계","부상자수 (명)","2012",391
"합계","중구","차대사람","소계","부상자수 (명)","2013",410
"합계","중구","차대사람","소계","부상자수 (명)","2014",367
"합계","중구","차대사람","소계","부상자수 (명)","2015",382
"합계","중구","차대사람","소계","부상자수 (명)","2016",357
"합계","중구","차대사람","소계","부상자수 (명)","2017",326
"합계","중구","차대사람","소계","부상자수 (명)","2018",304
"합계","중구","차대사람","소계","부상자수 (명)","2019",299
"합계","중구","차대사람","소계","부상자수 (명)","2020",251
"합계","중구","차대사람","소계","부상자수 (명)","2021",183
"합계","중구","차대차","소계","발생건수 (건)","2007",1069
"합계","중구","차대차","소계","발생건수 (건)","2008",1065
"합계","중구","차대차","소계","발생건수 (건)","2009",1117
"합계","중구","차대차","소계","발생건수 (건)","2010",1149
"합계","중구","차대차","소계","발생건수 (건)","2011",1063
"합계","중구","차대차","소계","발생건수 (건)","2012",1046
"합계","중구","차대차","소계","발생건수 (건)","2013",1000
"합계","중구","차대차","소계","발생건수 (건)","2014",912
"합계","중구","차대차","소계","발생건수 (건)","2015",918
"합계","중구","차대차","소계","발생건수 (건)","2016",906
"합계","중구","차대차","소계","발생건수 (건)","2017",896
"합계","중구","차대차","소계","발생건수 (건)","2018",796
"합계","중구","차대차","소계","발생건수 (건)","2019",862
"합계","중구","차대차","소계","발생건수 (건)","2020",678
"합계","중구","차대차","소계","발생건수 (건)","2021",655
"합계","중구","차대차","소계","사망자수 (명)","2007",3
"합계","중구","차대차","소계","사망자수 (명)","2008",4
"합계","중구","차대차","소계","사망자수 (명)","2009",2
"합계","중구","차대차","소계","사망자수 (명)","2010",5
"합계","중구","차대차","소계","사망자수 (명)","2011",2
"합계","중구","차대차","소계","사망자수 (명)","2012",3
"합계","중구","차대차","소계","사망자수 (명)","2013",2
"합계","중구","차대차","소계","사망자수 (명)","2014",5
"합계","중구","차대차","소계","사망자수 (명)","2015",0
"합계","중구","차대차","소계","사망자수 (명)","2016",6
"합계","중구","차대차","소계","사망자수 (명)","2017",3
