"합계","자치구","사고유형","소계","사고통계","year","case"
"합계","성동구","차대차","소계","부상자수 (명)","2014",1353
"합계","성동구","차대차","소계","부상자수 (명)","2015",1344
"합계","성동구","차대차","소계","부상자수 (명)","2016",1209
"합계","성동구","차대차","소계","부상자수 (명)","2017",1197
"합계","성동구","차대차","소계","부상자수 (명)","2018",1227
"합계","성동구","차대차","소계","부상자수 (명)","2019",1173
"합계","성동구","차대차","소계","부상자수 (명)","2020",1198
"합계","성동구","차대차","소계","부상자수 (명)","2021",1084
"합계","성동구","차량단독","소계","발생건수 (건)","2007",22
"합계","성동구","차량단독","소계","발생건수 (건)","2008",24
"합계","성동구","차량단독","소계","발생건수 (건)","2009",48
"합계","성동구","차량단독","소계","발생건수 (건)","2010",43
"합계","성동구","차량단독","소계","발생건수 (건)","2011",31
"합계","성동구","차량단독","소계","발생건수 (건)","2012",38
"합계","성동구","차량단독","소계","발생건수 (건)","2013",35
"합계","성동구","차량단독","소계","발생건수 (건)","2014",43
"합계","성동구","차량단독","소계","발생건수 (건)","2015",42
"합계","성동구","차량단독","소계","발생건수 (건)","2016",42
"합계","성동구","차량단독","소계","발생건수 (건)","2017",46
"합계","성동구","차량단독","소계","발생건수 (건)","2018",53
"합계","성동구","차량단독","소계","발생건수 (건)","2019",35
"합계","성동구","차량단독","소계","발생건수 (건)","2020",30
"합계","성동구","차량단독","소계","발생건수 (건)","2021",28
"합계","성동구","차량단독","소계","사망자수 (명)","2007",2
"합계","성동구","차량단독","소계","사망자수 (명)","2008",0
"합계","성동구","차량단독","소계","사망자수 (명)","2009",5
"합계","성동구","차량단독","소계","사망자수 (명)","2010",3
"합계","성동구","차량단독","소계","사망자수 (명)","2011",5
"합계","성동구","차량단독","소계","사망자수 (명)","2012",0
"합계","성동구","차량단독","소계","사망자수 (명)","2013",2
"합계","성동구","차량단독","소계","사망자수 (명)","2014",3
"합계","성동구","차량단독","소계","사망자수 (명)","2015",2
"합계","성동구","차량단독","소계","사망자수 (명)","2016",4
"합계","성동구","차량단독","소계","사망자수 (명)","2017",5
"합계","성동구","차량단독","소계","사망자수 (명)","2018",2
"합계","성동구","차량단독","소계","사망자수 (명)","2019",3
"합계","성동구","차량단독","소계","사망자수 (명)","2020",0
"합계","성동구","차량단독","소계","사망자수 (명)","2021",2
"합계","성동구","차량단독","소계","부상자수 (명)","2007",33
"합계","성동구","차량단독","소계","부상자수 (명)","2008",26
"합계","성동구","차량단독","소계","부상자수 (명)","2009",48
"합계","성동구","차량단독","소계","부상자수 (명)","2010",47
"합계","성동구","차량단독","소계","부상자수 (명)","2011",29
"합계","성동구","차량단독","소계","부상자수 (명)","2012",52
"합계","성동구","차량단독","소계","부상자수 (명)","2013",37
"합계","성동구","차량단독","소계","부상자수 (명)","2014",44
"합계","성동구","차량단독","소계","부상자수 (명)","2015",46
"합계","성동구","차량단독","소계","부상자수 (명)","2016",49
"합계","성동구","차량단독","소계","부상자수 (명)","2017",51
"합계","성동구","차량단독","소계","부상자수 (명)","2018",54
"합계","성동구","차량단독","소계","부상자수 (명)","2019",39
"합계","성동구","차량단독","소계","부상자수 (명)","2020",33
"합계","성동구","차량단독","소계","부상자수 (명)","2021",28
"합계","광진구","합계","소계","발생건수 (건)","2007",1675
"합계","광진구","합계","소계","발생건수 (건)","2008",1648
"합계","광진구","합계","소계","발생건수 (건)","2009",1656
"합계","광진구","합계","소계","발생건수 (건)","2010",1540
"합계","광진구","합계","소계","발생건수 (건)","2011",1430
"합계","광진구","합계","소계","발생건수 (건)","2012",1494
"합계","광진구","합계","소계","발생건수 (건)","2013",1303
"합계","광진구","합계","소계","발생건수 (건)","2014",1480
"합계","광진구","합계","소계","발생건수 (건)","2015",1235
"합계","광진구","합계","소계","발생건수 (건)","2016",1045
"합계","광진구","합계","소계","발생건수 (건)","2017",1064
"합계","광진구","합계","소계","발생건수 (건)","2018",1108
"합계","광진구","합계","소계","발생건수 (건)","2019",973
"합계","광진구","합계","소계","발생건수 (건)","2020",869
"합계","광진구","합계","소계","발생건수 (건)","2021",922
"합계","광진구","합계","소계","사망자수 (명)","2007",17
"합계","광진구","합계","소계","사망자수 (명)","2008",17
"합계","광진구","합계","소계","사망자수 (명)","2009",26
"합계","광진구","합계","소계","사망자수 (명)","2010",17
"합계","광진구","합계","소계","사망자수 (명)","2011",23
"합계","광진구","합계","소계","사망자수 (명)","2012",17
"합계","광진구","합계","소계","사망자수 (명)","2013",10
"합계","광진구","합계","소계","사망자수 (명)","2014",12
"합계","광진구","합계","소계","사망자수 (명)","2015",17
"합계","광진구","합계","소계","사망자수 (명)","2016",9
"합계","광진구","합계","소계","사망자수 (명)","2017",16
"합계","광진구","합계","소계","사망자수 (명)","2018",10
"합계","광진구","합계","소계","사망자수 (명)","2019",3
"합계","광진구","합계","소계","사망자수 (명)","2020",4
"합계","광진구","합계","소계","사망자수 (명)","2021",4
"합계","광진구","합계","소계","부상자수 (명)","2007",2396
"합계","광진구","합계","소계","부상자수 (명)","2008",2470
"합계","광진구","합계","소계","부상자수 (명)","2009",2335
"합계","광진구","합계","소계","부상자수 (명)","2010",2212
"합계","광진구","합계","소계","부상자수 (명)","2011",2033
"합계","광진구","합계","소계","부상자수 (명)","2012",2190
"합계","광진구","합계","소계","부상자수 (명)","2013",1916
"합계","광진구","합계","소계","부상자수 (명)","2014",2081
"합계","광진구","합계","소계","부상자수 (명)","2015",1744
"합계","광진구","합계","소계","부상자수 (명)","2016",1466
"합계","광진구","합계","소계","부상자수 (명)","2017",1441
"합계","광진구","합계","소계","부상자수 (명)","2018",1474
"합계","광진구","합계","소계","부상자수 (명)","2019",1316
"합계","광진구","합계","소계","부상자수 (명)","2020",1145
"합계","광진구","합계","소계","부상자수 (명)","2021",1216
"합계","광진구","차대사람","소계","발생건수 (건)","2007",396
"합계","광진구","차대사람","소계","발생건수 (건)","2008",355
"합계","광진구","차대사람","소계","발생건수 (건)","2009",379
"합계","광진구","차대사람","소계","발생건수 (건)","2010",359
"합계","광진구","차대사람","소계","발생건수 (건)","2011",354
"합계","광진구","차대사람","소계","발생건수 (건)","2012",378
"합계","광진구","차대사람","소계","발생건수 (건)","2013",332
"합계","광진구","차대사람","소계","발생건수 (건)","2014",390
"합계","광진구","차대사람","소계","발생건수 (건)","2015",332
"합계","광진구","차대사람","소계","발생건수 (건)","2016",295
"합계","광진구","차대사람","소계","발생건수 (건)","2017",283
"합계","광진구","차대사람","소계","발생건수 (건)","2018",266
"합계","광진구","차대사람","소계","발생건수 (건)","2019",260
"합계","광진구","차대사람","소계","발생건수 (건)","2020",190
"합계","광진구","차대사람","소계","발생건수 (건)","2021",207
"합계","광진구","차대사람","소계","사망자수 (명)","2007",9
"합계","광진구","차대사람","소계","사망자수 (명)","2008",8
"합계","광진구","차대사람","소계","사망자수 (명)","2009",8
"합계","광진구","차대사람","소계","사망자수 (명)","2010",8
"합계","광진구","차대사람","소계","사망자수 (명)","2011",16
"합계","광진구","차대사람","소계","사망자수 (명)","2012",8
"합계","광진구","차대사람","소계","사망자수 (명)","2013",3
"합계","광진구","차대사람","소계","사망자수 (명)","2014",7
"합계","광진구","차대사람","소계","사망자수 (명)","2015",7
"합계","광진구","차대사람","소계","사망자수 (명)","2016",4
"합계","광진구","차대사람","소계","사망자수 (명)","2017",5
"합계","광진구","차대사람","소계","사망자수 (명)","2018",6
"합계","광진구","차대사람","소계","사망자수 (명)","2019",3
"합계","광진구","차대사람","소계","사망자수 (명)","2020",3
"합계","광진구","차대사람","소계","사망자수 (명)","2021",2
"합계","광진구","차대사람","소계","부상자수 (명)","2007",408
"합계","광진구","차대사람","소계","부상자수 (명)","2008",370
"합계","광진구","차대사람","소계","부상자수 (명)","2009",396
"합계","광진구","차대사람","소계","부상자수 (명)","2010",368
"합계","광진구","차대사람","소계","부상자수 (명)","2011",356
"합계","광진구","차대사람","소계","부상자수 (명)","2012",397
"합계","광진구","차대사람","소계","부상자수 (명)","2013",353
"합계","광진구","차대사람","소계","부상자수 (명)","2014",415
"합계","광진구","차대사람","소계","부상자수 (명)","2015",354
"합계","광진구","차대사람","소계","부상자수 (명)","2016",304
"합계","광진구","차대사람","소계","부상자수 (명)","2017",303
"합계","광진구","차대사람","소계","부상자수 (명)","2018",286
"합계","광진구","차대사람","소계","부상자수 (명)","2019",267
"합계","광진구","차대사람","소계","부상자수 (명)","2020",198
"합계","광진구","차대사람","소계","부상자수 (명)","2021",210
"합계","광진구","차대차","소계","발생건수 (건)","2007",1250
"합계","광진구","차대차","소계","발생건수 (건)","2008",1253
"합계","광진구","차대차","소계","발생건수 (건)","2009",1240
"합계","광진구","차대차","소계","발생건수 (건)","2010",1148
"합계","광진구","차대차","소계","발생건수 (건)","2011",1035
"합계","광진구","차대차","소계","발생건수 (건)","2012",1081
"합계","광진구","차대차","소계","발생건수 (건)","2013",933
"합계","광진구","차대차","소계","발생건수 (건)","2014",1034
"합계","광진구","차대차","소계","발생건수 (건)","2015",854
"합계","광진구","차대차","소계","발생건수 (건)","2016",708
"합계","광진구","차대차","소계","발생건수 (건)","2017",744
"합계","광진구","차대차","소계","발생건수 (건)","2018",810
"합계","광진구","차대차","소계","발생건수 (건)","2019",682
"합계","광진구","차대차","소계","발생건수 (건)","2020",649
"합계","광진구","차대차","소계","발생건수 (건)","2021",693
"합계","광진구","차대차","소계","사망자수 (명)","2007",6
"합계","광진구","차대차","소계","사망자수 (명)","2008",7
"합계","광진구","차대차","소계","사망자수 (명)","2009",15
"합계","광진구","차대차","소계","사망자수 (명)","2010",4
"합계","광진구","차대차","소계","사망자수 (명)","2011",4
"합계","광진구","차대차","소계","사망자수 (명)","2012",8
"합계","광진구","차대차","소계","사망자수 (명)","2013",6
"합계","광진구","차대차","소계","사망자수 (명)","2014",3
"합계","광진구","차대차","소계","사망자수 (명)","2015",8
"합계","광진구","차대차","소계","사망자수 (명)","2016",2
"합계","광진구","차대차","소계","사망자수 (명)","2017",8
"합계","광진구","차대차","소계","사망자수 (명)","2018",3
"합계","광진구","차대차","소계","사망자수 (명)","2019",0
"합계","광진구","차대차","소계","사망자수 (명)","2020",1
"합계","광진구","차대차","소계","사망자수 (명)","2021",1
"합계","광진구","차대차","소계","부상자수 (명)","2007",1942
"합계","광진구","차대차","소계","부상자수 (명)","2008",2039
"합계","광진구","차대차","소계","부상자수 (명)","2009",1893
"합계","광진구","차대차","소계","부상자수 (명)","2010",1807
"합계","광진구","차대차","소계","부상자수 (명)","2011",1628
"합계","광진구","차대차","소계","부상자수 (명)","2012",1751
"합계","광진구","차대차","소계","부상자수 (명)","2013",1516
"합계","광진구","차대차","소계","부상자수 (명)","2014",1605
"합계","광진구","차대차","소계","부상자수 (명)","2015",1339
"합계","광진구","차대차","소계","부상자수 (명)","2016",1115
"합계","광진구","차대차","소계","부상자수 (명)","2017",1098
"합계","광진구","차대차","소계","부상자수 (명)","2018",1154
"합계","광진구","차대차","소계","부상자수 (명)","2019",1015
"합계","광진구","차대차","소계","부상자수 (명)","2020",917
"합계","광진구","차대차","소계","부상자수 (명)","2021",984
"합계","광진구","차량단독","소계","발생건수 (건)","2007",29
"합계","광진구","차량단독","소계","발생건수 (건)","2008",40
"합계","광진구","차량단독","소계","발생건수 (건)","2009",37
"합계","광진구","차량단독","소계","발생건수 (건)","2010",33
"합계","광진구","차량단독","소계","발생건수 (건)","2011",41
"합계","광진구","차량단독","소계","발생건수 (건)","2012",35
"합계","광진구","차량단독","소계","발생건수 (건)","2013",38
"합계","광진구","차량단독","소계","발생건수 (건)","2014",56
"합계","광진구","차량단독","소계","발생건수 (건)","2015",49
"합계","광진구","차량단독","소계","발생건수 (건)","2016",42
"합계","광진구","차량단독","소계","발생건수 (건)","2017",37
"합계","광진구","차량단독","소계","발생건수 (건)","2018",32
"합계","광진구","차량단독","소계","발생건수 (건)","2019",31
"합계","광진구","차량단독","소계","발생건수 (건)","2020",30
"합계","광진구","차량단독","소계","발생건수 (건)","2021",22
"합계","광진구","차량단독","소계","사망자수 (명)","2007",2
"합계","광진구","차량단독","소계","사망자수 (명)","2008",2
"합계","광진구","차량단독","소계","사망자수 (명)","2009",3
"합계","광진구","차량단독","소계","사망자수 (명)","2010",5
"합계","광진구","차량단독","소계","사망자수 (명)","2011",3
"합계","광진구","차량단독","소계","사망자수 (명)","2012",1
"합계","광진구","차량단독","소계","사망자수 (명)","2013",1
"합계","광진구","차량단독","소계","사망자수 (명)","2014",2
"합계","광진구","차량단독","소계","사망자수 (명)","2015",2
"합계","광진구","차량단독","소계","사망자수 (명)","2016",3
"합계","광진구","차량단독","소계","사망자수 (명)","2017",3
"합계","광진구","차량단독","소계","사망자수 (명)","2018",1
"합계","광진구","차량단독","소계","사망자수 (명)","2019",0
"합계","광진구","차량단독","소계","사망자수 (명)","2020",0
"합계","광진구","차량단독","소계","사망자수 (명)","2021",1
"합계","광진구","차량단독","소계","부상자수 (명)","2007",46
"합계","광진구","차량단독","소계","부상자수 (명)","2008",61
"합계","광진구","차량단독","소계","부상자수 (명)","2009",46
"합계","광진구","차량단독","소계","부상자수 (명)","2010",37
"합계","광진구","차량단독","소계","부상자수 (명)","2011",49
"합계","광진구","차량단독","소계","부상자수 (명)","2012",42
"합계","광진구","차량단독","소계","부상자수 (명)","2013",47
"합계","광진구","차량단독","소계","부상자수 (명)","2014",61
"합계","광진구","차량단독","소계","부상자수 (명)","2015",51
"합계","광진구","차량단독","소계","부상자수 (명)","2016",47
"합계","광진구","차량단독","소계","부상자수 (명)","2017",40
"합계","광진구","차량단독","소계","부상자수 (명)","2018",34
"합계","광진구","차량단독","소계","부상자수 (명)","2019",34
"합계","광진구","차량단독","소계","부상자수 (명)","2020",30
"합계","광진구","차량단독","소계","부상자수 (명)","2021",22
"합계","동대문구","합계","소계","발생건수 (건)","2007",1757
"합계","동대문구","합계","소계","발생건수 (건)","2008",1678
"합계","동대문구","합계","소계","발생건수 (건)","2009",1983
"합계","동대문구","합계","소계","발생건수 (건)","2010",1834
"합계","동대문구","합계","소계","발생건수 (건)","2011",1777
"합계","동대문구","합계","소계","발생건수 (건)","2012",1881
"합계","동대문구","합계","소계","발생건수 (건)","2013",1970
"합계","동대문구","합계","소계","발생건수 (건)","2014",1848
"합계","동대문구","합계","소계","발생건수 (건)","2015",2085
"합계","동대문구","합계","소계","발생건수 (건)","2016",2051
"합계","동대문구","합계","소계","발생건수 (건)","2017",1718
"합계","동대문구","합계","소계","발생건수 (건)","2018",1699
"합계","동대문구","합계","소계","발생건수 (건)","2019",1565
"합계","동대문구","합계","소계","발생건수 (건)","2020",1448
"합계","동대문구","합계","소계","발생건수 (건)","2021",1390
"합계","동대문구","합계","소계","사망자수 (명)","2007",27
"합계","동대문구","합계","소계","사망자수 (명)","2008",41
"합계","동대문구","합계","소계","사망자수 (명)","2009",27
"합계","동대문구","합계","소계","사망자수 (명)","2010",25
"합계","동대문구","합계","소계","사망자수 (명)","2011",13
"합계","동대문구","합계","소계","사망자수 (명)","2012",20
"합계","동대문구","합계","소계","사망자수 (명)","2013",16
"합계","동대문구","합계","소계","사망자수 (명)","2014",27
"합계","동대문구","합계","소계","사망자수 (명)","2015",16
"합계","동대문구","합계","소계","사망자수 (명)","2016",14
"합계","동대문구","합계","소계","사망자수 (명)","2017",25
"합계","동대문구","합계","소계","사망자수 (명)","2018",14
"합계","동대문구","합계","소계","사망자수 (명)","2019",15
"합계","동대문구","합계","소계","사망자수 (명)","2020",10
"합계","동대문구","합계","소계","사망자수 (명)","2021",17
"합계","동대문구","합계","소계","부상자수 (명)","2007",2436
"합계","동대문구","합계","소계","부상자수 (명)","2008",2377
"합계","동대문구","합계","소계","부상자수 (명)","2009",2615
"합계","동대문구","합계","소계","부상자수 (명)","2010",2484
"합계","동대문구","합계","소계","부상자수 (명)","2011",2431
"합계","동대문구","합계","소계","부상자수 (명)","2012",2511
"합계","동대문구","합계","소계","부상자수 (명)","2013",2524
"합계","동대문구","합계","소계","부상자수 (명)","2014",2407
"합계","동대문구","합계","소계","부상자수 (명)","2015",2731
"합계","동대문구","합계","소계","부상자수 (명)","2016",2629
"합계","동대문구","합계","소계","부상자수 (명)","2017",2139
"합계","동대문구","합계","소계","부상자수 (명)","2018",2160
"합계","동대문구","합계","소계","부상자수 (명)","2019",1988
"합계","동대문구","합계","소계","부상자수 (명)","2020",1845
"합계","동대문구","합계","소계","부상자수 (명)","2021",1656
"합계","동대문구","차대사람","소계","발생건수 (건)","2007",447
"합계","동대문구","차대사람","소계","발생건수 (건)","2008",435
"합계","동대문구","차대사람","소계","발생건수 (건)","2009",514
"합계","동대문구","차대사람","소계","발생건수 (건)","2010",488
"합계","동대문구","차대사람","소계","발생건수 (건)","2011",474
"합계","동대문구","차대사람","소계","발생건수 (건)","2012",500
"합계","동대문구","차대사람","소계","발생건수 (건)","2013",533
"합계","동대문구","차대사람","소계","발생건수 (건)","2014",492
"합계","동대문구","차대사람","소계","발생건수 (건)","2015",577
"합계","동대문구","차대사람","소계","발생건수 (건)","2016",584
"합계","동대문구","차대사람","소계","발생건수 (건)","2017",518
"합계","동대문구","차대사람","소계","발생건수 (건)","2018",492
"합계","동대문구","차대사람","소계","발생건수 (건)","2019",424
"합계","동대문구","차대사람","소계","발생건수 (건)","2020",331
"합계","동대문구","차대사람","소계","발생건수 (건)","2021",311
"합계","동대문구","차대사람","소계","사망자수 (명)","2007",11
"합계","동대문구","차대사람","소계","사망자수 (명)","2008",25
"합계","동대문구","차대사람","소계","사망자수 (명)","2009",20
"합계","동대문구","차대사람","소계","사망자수 (명)","2010",18
"합계","동대문구","차대사람","소계","사망자수 (명)","2011",5
"합계","동대문구","차대사람","소계","사망자수 (명)","2012",11
"합계","동대문구","차대사람","소계","사망자수 (명)","2013",10
"합계","동대문구","차대사람","소계","사망자수 (명)","2014",17
"합계","동대문구","차대사람","소계","사망자수 (명)","2015",8
"합계","동대문구","차대사람","소계","사망자수 (명)","2016",8
"합계","동대문구","차대사람","소계","사망자수 (명)","2017",14
"합계","동대문구","차대사람","소계","사망자수 (명)","2018",9
"합계","동대문구","차대사람","소계","사망자수 (명)","2019",6
"합계","동대문구","차대사람","소계","사망자수 (명)","2020",5
"합계","동대문구","차대사람","소계","사망자수 (명)","2021",11
"합계","동대문구","차대사람","소계","부상자수 (명)","2007",455
"합계","동대문구","차대사람","소계","부상자수 (명)","2008",433
"합계","동대문구","차대사람","소계","부상자수 (명)","2009",528
"합계","동대문구","차대사람","소계","부상자수 (명)","2010",503
"합계","동대문구","차대사람","소계","부상자수 (명)","2011",503
"합계","동대문구","차대사람","소계","부상자수 (명)","2012",519
"합계","동대문구","차대사람","소계","부상자수 (명)","2013",560
"합계","동대문구","차대사람","소계","부상자수 (명)","2014",504
"합계","동대문구","차대사람","소계","부상자수 (명)","2015",605
"합계","동대문구","차대사람","소계","부상자수 (명)","2016",603
"합계","동대문구","차대사람","소계","부상자수 (명)","2017",521
"합계","동대문구","차대사람","소계","부상자수 (명)","2018",504
"합계","동대문구","차대사람","소계","부상자수 (명)","2019",446
"합계","동대문구","차대사람","소계","부상자수 (명)","2020",345
"합계","동대문구","차대사람","소계","부상자수 (명)","2021",305
"합계","동대문구","차대차","소계","발생건수 (건)","2007",1266
"합계","동대문구","차대차","소계","발생건수 (건)","2008",1204
"합계","동대문구","차대차","소계","발생건수 (건)","2009",1415
"합계","동대문구","차대차","소계","발생건수 (건)","2010",1270
"합계","동대문구","차대차","소계","발생건수 (건)","2011",1242
"합계","동대문구","차대차","소계","발생건수 (건)","2012",1316
"합계","동대문구","차대차","소계","발생건수 (건)","2013",1366
"합계","동대문구","차대차","소계","발생건수 (건)","2014",1284
"합계","동대문구","차대차","소계","발생건수 (건)","2015",1442
"합계","동대문구","차대차","소계","발생건수 (건)","2016",1407
"합계","동대문구","차대차","소계","발생건수 (건)","2017",1128
"합계","동대문구","차대차","소계","발생건수 (건)","2018",1153
"합계","동대문구","차대차","소계","발생건수 (건)","2019",1091
"합계","동대문구","차대차","소계","발생건수 (건)","2020",1067
"합계","동대문구","차대차","소계","발생건수 (건)","2021",1048
"합계","동대문구","차대차","소계","사망자수 (명)","2007",13
"합계","동대문구","차대차","소계","사망자수 (명)","2008",14
"합계","동대문구","차대차","소계","사망자수 (명)","2009",7
"합계","동대문구","차대차","소계","사망자수 (명)","2010",5
"합계","동대문구","차대차","소계","사망자수 (명)","2011",6
"합계","동대문구","차대차","소계","사망자수 (명)","2012",7
"합계","동대문구","차대차","소계","사망자수 (명)","2013",5
"합계","동대문구","차대차","소계","사망자수 (명)","2014",6
"합계","동대문구","차대차","소계","사망자수 (명)","2015",7
"합계","동대문구","차대차","소계","사망자수 (명)","2016",5
"합계","동대문구","차대차","소계","사망자수 (명)","2017",7
"합계","동대문구","차대차","소계","사망자수 (명)","2018",5
"합계","동대문구","차대차","소계","사망자수 (명)","2019",7
"합계","동대문구","차대차","소계","사망자수 (명)","2020",3
"합계","동대문구","차대차","소계","사망자수 (명)","2021",5
"합계","동대문구","차대차","소계","부상자수 (명)","2007",1931
"합계","동대문구","차대차","소계","부상자수 (명)","2008",1901
"합계","동대문구","차대차","소계","부상자수 (명)","2009",2021
"합계","동대문구","차대차","소계","부상자수 (명)","2010",1897
"합계","동대문구","차대차","소계","부상자수 (명)","2011",1864
"합계","동대문구","차대차","소계","부상자수 (명)","2012",1925
"합계","동대문구","차대차","소계","부상자수 (명)","2013",1885
"합계","동대문구","차대차","소계","부상자수 (명)","2014",1821
"합계","동대문구","차대차","소계","부상자수 (명)","2015",2053
"합계","동대문구","차대차","소계","부상자수 (명)","2016",1963
"합계","동대문구","차대차","소계","부상자수 (명)","2017",1540
"합계","동대문구","차대차","소계","부상자수 (명)","2018",1598
"합계","동대문구","차대차","소계","부상자수 (명)","2019",1493
"합계","동대문구","차대차","소계","부상자수 (명)","2020",1451
"합계","동대문구","차대차","소계","부상자수 (명)","2021",1321
"합계","동대문구","차량단독","소계","발생건수 (건)","2007",44
"합계","동대문구","차량단독","소계","발생건수 (건)","2008",39
"합계","동대문구","차량단독","소계","발생건수 (건)","2009",54
"합계","동대문구","차량단독","소계","발생건수 (건)","2010",76
"합계","동대문구","차량단독","소계","발생건수 (건)","2011",61
"합계","동대문구","차량단독","소계","발생건수 (건)","2012",65
"합계","동대문구","차량단독","소계","발생건수 (건)","2013",71
"합계","동대문구","차량단독","소계","발생건수 (건)","2014",72
"합계","동대문구","차량단독","소계","발생건수 (건)","2015",66
"합계","동대문구","차량단독","소계","발생건수 (건)","2016",60
"합계","동대문구","차량단독","소계","발생건수 (건)","2017",72
"합계","동대문구","차량단독","소계","발생건수 (건)","2018",54
"합계","동대문구","차량단독","소계","발생건수 (건)","2019",50
"합계","동대문구","차량단독","소계","발생건수 (건)","2020",50
"합계","동대문구","차량단독","소계","발생건수 (건)","2021",31
"합계","동대문구","차량단독","소계","사망자수 (명)","2007",3
"합계","동대문구","차량단독","소계","사망자수 (명)","2008",2
"합계","동대문구","차량단독","소계","사망자수 (명)","2009",0
"합계","동대문구","차량단독","소계","사망자수 (명)","2010",2
"합계","동대문구","차량단독","소계","사망자수 (명)","2011",2
"합계","동대문구","차량단독","소계","사망자수 (명)","2012",2
"합계","동대문구","차량단독","소계","사망자수 (명)","2013",1
"합계","동대문구","차량단독","소계","사망자수 (명)","2014",4
"합계","동대문구","차량단독","소계","사망자수 (명)","2015",1
"합계","동대문구","차량단독","소계","사망자수 (명)","2016",1
"합계","동대문구","차량단독","소계","사망자수 (명)","2017",4
"합계","동대문구","차량단독","소계","사망자수 (명)","2018",0
"합계","동대문구","차량단독","소계","사망자수 (명)","2019",2
"합계","동대문구","차량단독","소계","사망자수 (명)","2020",2
"합계","동대문구","차량단독","소계","사망자수 (명)","2021",1
"합계","동대문구","차량단독","소계","부상자수 (명)","2007",50
"합계","동대문구","차량단독","소계","부상자수 (명)","2008",43
"합계","동대문구","차량단독","소계","부상자수 (명)","2009",66
"합계","동대문구","차량단독","소계","부상자수 (명)","2010",84
"합계","동대문구","차량단독","소계","부상자수 (명)","2011",64
"합계","동대문구","차량단독","소계","부상자수 (명)","2012",67
"합계","동대문구","차량단독","소계","부상자수 (명)","2013",79
"합계","동대문구","차량단독","소계","부상자수 (명)","2014",82
"합계","동대문구","차량단독","소계","부상자수 (명)","2015",73
"합계","동대문구","차량단독","소계","부상자수 (명)","2016",63
"합계","동대문구","차량단독","소계","부상자수 (명)","2017",78
"합계","동대문구","차량단독","소계","부상자수 (명)","2018",58
"합계","동대문구","차량단독","소계","부상자수 (명)","2019",49
"합계","동대문구","차량단독","소계","부상자수 (명)","2020",49
"합계","동대문구","차량단독","소계","부상자수 (명)","2021",30
"합계","중랑구","합계","소계","발생건수 (건)","2007",2071
"합계","중랑구","합계","소계","발생건수 (건)","2008",2039
"합계","중랑구","합계","소계","발생건수 (건)","2009",2032
"합계","중랑구","합계","소계","발생건수 (건)","2010",2080
"합계","중랑구","합계","소계","발생건수 (건)","2011",1782
"합계","중랑구","합계","소계","발생건수 (건)","2012",1753
"합계","중랑구","합계","소계","발생건수 (건)","2013",1716
"합계","중랑구","합계","소계","발생건수 (건)","2014",1622
"합계","중랑구","합계","소계","발생건수 (건)","2015",1722
"합계","중랑구","합계","소계","발생건수 (건)","2016",1535
"합계","중랑구","합계","소계","발생건수 (건)","2017",1639
"합계","중랑구","합계","소계","발생건수 (건)","2018",1565
"합계","중랑구","합계","소계","발생건수 (건)","2019",1620
"합계","중랑구","합계","소계","발생건수 (건)","2020",1447
"합계","중랑구","합계","소계","발생건수 (건)","2021",1373
"합계","중랑구","합계","소계","사망자수 (명)","2007",20
"합계","중랑구","합계","소계","사망자수 (명)","2008",17
"합계","중랑구","합계","소계","사망자수 (명)","2009",15
"합계","중랑구","합계","소계","사망자수 (명)","2010",17
"합계","중랑구","합계","소계","사망자수 (명)","2011",12
"합계","중랑구","합계","소계","사망자수 (명)","2012",11
"합계","중랑구","합계","소계","사망자수 (명)","2013",9
"합계","중랑구","합계","소계","사망자수 (명)","2014",11
"합계","중랑구","합계","소계","사망자수 (명)","2015",16
"합계","중랑구","합계","소계","사망자수 (명)","2016",9
"합계","중랑구","합계","소계","사망자수 (명)","2017",6
"합계","중랑구","합계","소계","사망자수 (명)","2018",10
"합계","중랑구","합계","소계","사망자수 (명)","2019",12
"합계","중랑구","합계","소계","사망자수 (명)","2020",4
"합계","중랑구","합계","소계","사망자수 (명)","2021",7
"합계","중랑구","합계","소계","부상자수 (명)","2007",3022
"합계","중랑구","합계","소계","부상자수 (명)","2008",2783
"합계","중랑구","합계","소계","부상자수 (명)","2009",2825
"합계","중랑구","합계","소계","부상자수 (명)","2010",2841
"합계","중랑구","합계","소계","부상자수 (명)","2011",2386
"합계","중랑구","합계","소계","부상자수 (명)","2012",2401
"합계","중랑구","합계","소계","부상자수 (명)","2013",2369
"합계","중랑구","합계","소계","부상자수 (명)","2014",2180
"합계","중랑구","합계","소계","부상자수 (명)","2015",2269
"합계","중랑구","합계","소계","부상자수 (명)","2016",2030
"합계","중랑구","합계","소계","부상자수 (명)","2017",2228
"합계","중랑구","합계","소계","부상자수 (명)","2018",2135
"합계","중랑구","합계","소계","부상자수 (명)","2019",2122
"합계","중랑구","합계","소계","부상자수 (명)","2020",1952
"합계","중랑구","합계","소계","부상자수 (명)","2021",1826
"합계","중랑구","차대사람","소계","발생건수 (건)","2007",490
"합계","중랑구","차대사람","소계","발생건수 (건)","2008",524
"합계","중랑구","차대사람","소계","발생건수 (건)","2009",534
"합계","중랑구","차대사람","소계","발생건수 (건)","2010",560
"합계","중랑구","차대사람","소계","발생건수 (건)","2011",484
"합계","중랑구","차대사람","소계","발생건수 (건)","2012",467
"합계","중랑구","차대사람","소계","발생건수 (건)","2013",488
